Token,Index
看见,"[['1006737', '1029159', '1030200', '1033190', '1035614', '1046265', '1059406', '1064271', '1080687', '1141406', '1346815', '1401795', '1449661', '1529893', '1851385', '1903968', '1916726', '1941301', '1941558', '1963786', '1963912', '2282081', '2294993', '2363651', '3211779', '3369793', '4124727'], ['1030200', '1046265', '1080687', '1401795', '1851385', '1941301', '1963912', '2363651', '4124727']]"
看客,"[['1027247', '3616310'], []]"
看烂书,"[['1012242', '1019431', '1059406', '1463013'], ['1059406']]"
看了又看,"[['1020670', '1047851', '1089243', '1400705', '1424741', '1439894', '1863930', '2160292'], ['1089243', '1439894']]"
看流文,"[['1045653', '1207819', '1319345', '2297786'], ['1319345']]"
看洛图,"[['1851385'], []]"
看脑,"[['1016300', '1031818', '1051663', '1059406', '1227838', '1331571', '1440089', '1457306', '1812439', '1822793', '1856285', '1915536', '1931318', '2009825', '2339950', '2382705'], ['1051663', '1331571', '1812439', '1915536', '2339950']]"
看欧,"[['1051193'], []]"
看破,"[['1005193', '1005492', '1079509', '1090043', '1263399', '1400705', '1731370', '1807516', '1851385', '1927902', '2133556'], ['1079509', '1400705', '1851385']]"
看起,"[['1012611', '1015767', '1026035', '1044663', '1060774', '1082334', '1794620', '1981647', '2194123', '3102324', '3315879', '3646172'], ['1026035', '1082334', '2194123', '3646172']]"
看起来,"[['1012611', '1015584', '1015767', '1026035', '1044663', '1060774', '1082334', '1433379', '1794620', '1981647', '2056749', '2194123', '3102324', '3315879', '3646172'], ['1015767', '1060774', '1794620', '2194123', '3646172']]"
看前,"[['2278790'], []]"
看人,"[['1006560', '1059537'], []]"
看士,"[['1777823'], []]"
看书,"[['1005521', '1007305', '1018153', '1026425', '1044663', '1052828', '1082154', '1200840', '1255624', '1442620', '1860750', '1873231', '1948502', '1948901', '2057285', '2257609', '2298149', '2340955', '3009033', '3266344', '3644791', '3800166'], ['1018153', '1052828', '1255624', '1873231', '2057285', '2340955', '3644791']]"
看图,"[['1001193', '1013001', '1021847', '1031575', '1059937', '1358413', '1358873'], ['1021847', '1358413']]"
看戏,"[['1903968'], []]"
看瞎看,"[['1011977'], []]"
看心,"[['1775691'], []]"
看一遍,"[['1017143'], []]"
看一看,"[['2129427', '2159042'], []]"
看亦舒,"[['1051797', '1322158', '1322248', '1322320', '1322342', '2022979', '2230208', '3073494'], ['1322248', '2022979']]"
看忧,"[['1029791', '1087758'], []]"
看于,"[['1000482'], []]"
看晕,"[['1034279'], []]"
看杂,"[['1456524'], []]"
看张,"[['1082162', '1125186'], []]"
看之道,"[['1914127'], []]"
看值,"[['1017143', '1021056', '1040771', '1048007', '1068920', '1070685', '1075538', '1084336', '1200840', '1220853', '1313124', '1827578', '1867642', '1931318', '1970428', '2081876', '2133074', '2180619', '2256039', '3323987'], ['1040771', '1070685', '1200840', '1827578', '1970428', '2180619']]"
看着,"[['1007334', '1008145', '1009160', '1017563', '1021056', '1026411', '1026425', '1028780', '1034108', '1034479', '1036067', '1036684', '1046385', '1056733', '1063245', '1082154', '1082387', '1227838', '1453210', '1529893', '1822793', '1856285', '1862115', '1864849', '1915536', '1959786', '1963684', '2052596', '2133556', '3009033', '3014576', '3071717', '3103080', '3108829', '3225748', '3801097', '4124727'], ['1009160', '1026411', '1034108', '1036684', '1063245', '1227838', '1822793', '1864849', '1963684', '3009033', '3103080', '3801097']]"
看過,"[['1066462', '1529893'], []]"
看雲起,"[['1054889', '1460313', '1980436', '2988943'], ['1980436']]"
康,"[['1340986', '1341035', '1794844', '2034893', '5317075'], ['1794844']]"
康納,"[['1017841'], []]"
康康,"[['1794844', '2034893'], []]"
康奈利,"[['3608235'], []]"
康诺利,"[['3608235', '4010969'], []]"
康强,"[['1793713'], []]"
康同壁,"[['1059336'], []]"
康熙,"[['1471391', '1489555', '1794844'], ['1794844']]"
康永,"[['1310164', '1340986', '1341035', '1343089', '1794333', '1794844', '1878708', '2034893', '5317075'], ['1341035', '1794844', '5317075']]"
康永灣,"[['1310164', '1343089'], []]"
康永从,"[['1343089', '1794844', '2034893'], ['2034893']]"
康永哥,"[['1310164', '1340986', '1341035', '1343089', '1794333', '1878708'], ['1341035', '1878708']]"
康永叹,"[['1471391'], []]"
康有为,"[['1047851', '1072842'], []]"
慷慨,"[['1002299', '1044547', '1068308', '1076045', '1089512', '1089515', '1089517', '1089523', '1255624', '1255625', '1422833', '1704006', '1789841', '1793132'], ['1068308', '1089515', '1255624', '1704006']]"
抗戰,"[['2376336'], []]"
抗日,"[['1085799', '1088022'], []]"
抗日战争,"[['1088022'], []]"
抗抑郁,"[['2171321'], []]"
抗议,"[['1003000', '1007433', '1036541', '1044203', '1062991', '1079509', '1321789', '4238362'], ['1036541', '1079509']]"
抗战,"[['1088022', '1752755', '2376336'], ['2376336']]"
炕头,"[['1007305', '1007914', '1015452', '1017143', '1028409', '1032945', '1041616', '1054889', '1063190', '1066462', '1069059', '1083428', '1096118', '1203426', '1424373', '1470159', '1907199', '1949068', '2034893', '2250587', '2258803', '2295163', '3071717', '3225748', '3246230'], ['1015452', '1032945', '1063190', '1083428', '1424373', '1949068', '2258803', '3225748']]"
考古,"[['1006560', '1012561', '1015699', '1025723', '1036541', '1041482', '1046492', '1049348', '1049584', '1050175', '1427825', '1858410', '1882933', '1915337', '1916726', '1926103', '1938591', '1981042', '2340300'], ['1015699', '1041482', '1049584', '1858410', '1916726', '1981042']]"
考古学,"[['1036541'], []]"
考琳,"[['1086249'], []]"
考试,"[['1003000', '1011977', '1020128', '1025721', '1026655', '1034282', '1039389', '1064828', '1919072', '2042966', '2053249', '2136484', '2256438', '3908032'], ['1020128', '1034282', '1919072', '2136484']]"
考研,"[['1033790', '1062193', '1065970', '1867642', '1897413', '2230208', '2265995', '2326403', '3315879', '3442373', '4074636'], ['1065970', '2230208', '3315879']]"
考证,"[['1003479', '1070711', '1473250', '2118032'], ['1473250']]"
考中,"[['1008145', '1017143', '1029159', '1161852', '1963684', '3616310'], ['1029159', '3616310']]"
考驗,"[['1793807'], []]"
靠北,"[['1044547', '1089518', '1212453', '2345727', '4074636'], ['1212453']]"
靠近,"[['1092149', '1440089', '1449352', '1464442', '2256438', '2382705'], ['1449352', '2382705']]"
靠山,"[['1000482', '1007914', '1009160', '1011754', '1016204', '1020241', '1020961', '1024854', '1026425', '1028270', '1033825', '1040771', '1044663', '1054889', '1057244', '1059406', '1060068', '1061977', '1069685', '1077847', '1080309', '1082138', '1082154', '1082334', '1088022', '1089243', '1203426', '1212893', '1361264', '1417905', '1441869', '1473250', '1882933'], ['1009160', '1020241', '1026425', '1040771', '1057244', '1061977', '1080309', '1082334', '1203426', '1417905', '1882933']]"
柯艾,"[['1006646', '1006881', '1016300', '1041550', '1049189', '1059406', '1069071', '1227838', '1440089', '1948502', '2062200', '2278790', '2339950', '2382705', '2977174', '3014576', '3103080', '3108829', '3191328', '3290010', '3598313', '4714734'], ['1016300', '1059406', '1440089', '2278790', '2977174', '3108829', '3598313']]"
柯艾婦,"[['4038164'], []]"
柯艾帶,"[['1915536'], []]"
柯艾读,"[['1963310', '3290010'], []]"
柯艾烂,"[['2382705'], []]"
柯艾略,"[['3608208'], []]"
柯艾七,"[['1963310'], []]"
柯艾弃,"[['4714734'], []]"
柯艾小,"[['3108829'], []]"
柯本,"[['1844629', '2042966'], []]"
柯察金,"[['1013502'], []]"
柯林,"[['1059769'], []]"
柯林斯,"[['1059769'], []]"
柯南,"[['1040211', '1138986', '1204889', '1388169', '1389960'], ['1204889']]"
柯南道,"[['1040211'], []]"
柯特,"[['1844629'], []]"
柯维,"[['1048007'], []]"
柯楠,"[['1138986'], []]"
颗,"[['1004088', '1012561', '1020670', '1330009', '2230208'], ['1020670']]"
科,"[['1000534', '1007433', '1009257', '1039487', '1041007', '1071241', '1275907', '1291355', '1440885', '2056749', '3223711'], ['1009257', '1071241', '1440885']]"
科學,"[['1000445', '1012747', '1015403', '1016523', '1034282'], ['1015403']]"
科埃略,"[['3608208'], []]"
科本,"[['1844629'], []]"
科长,"[['3547099'], []]"
科夫,"[['1005660', '1465324'], []]"
科夫斯,"[['1005660'], []]"
科夫斯基,"[['1005660'], []]"
科幻,"[['1000323', '1000445', '1003000', '1006646', '1009257', '1010898', '1013129', '1016003', '1018136', '1019431', '1020459', '1028916', '1030054', '1034279', '1034282', '1036243', '1039487', '1040104', '1040211', '1040771', '1041007', '1044547', '1045466', '1057206', '1058759', '1059112', '1059406', '1062326', '1071241', '1071794', '1080309', '1082150', '1082387', '1084336', '1085470', '1102403', '1132956', '1140727', '1161852', '1192090', '1204889', '1209078', '1214898', '1220219', '1228110', '1255625', '1258489', '1258490', '1275608', '1275907', '1291809', '1292416', '1316622', '1321017', '1321018', '1321789', '1336330', '1370274', '1389960', '1394364', '1401161', '1409771', '1418707', '1419841', '1419882', '1431779', '1432596', '1433700', '1440468', '1442678', '1452923', '1459623', '1463013', '1474688', '1481371', '1485225', '1772786', '1786670', '1793807', '1805514', '1807516', '1812618', '1827374', '1858576', '1867064', '1873231', '1882933', '1916726', '1919201', '1926103', '1927782', '1938591', '1939182', '1941301', '1948901', '1963786', '1975797', '1975809', '1986590', '2032117', '2035179', '2056749', '2057285', '2130986', '2149655', '2160292', '2160556', '2201813', '2214350', '2253753', '2265312', '2286313', '2295163', '2297697', '2297706', '2336093', '2340300', '2340955', '2567698', '3006581', '3053207', '3066477', '3124525', '3140801', '3162513', '3162527', '3187737', '3187750', '3191044', '3259440', '3268399', '3646172', '3683898', '3801097', '3865832', '4067621', '4074636', '4112874', '4152754', '4171951', '4242172', '4742918', '4885241', '4886245', '5363767', '5385852'], ['1003000', '1010898', '1018136', '1028916', '1034282', '1040104', '1041007', '1057206', '1059406', '1071794', '1082387', '1102403', '1161852', '1209078', '1228110', '1258490', '1291809', '1321017', '1336330', '1394364', '1418707', '1431779', '1440468', '1459623', '1481371', '1786670', '1807516', '1858576', '1882933', '1926103', '1939182', '1963786', '1986590', '2056749', '2149655', '2201813', '2265312', '2297697', '2340300', '3006581', '3124525', '3162527', '3191044', '3646172', '3865832', '4112874', '4242172', '4886245']]"
科幻世界,"[['1080309', '1140727', '1161852', '1192090', '1258489', '1258490', '1394364', '1772786', '1939182', '2567698', '3066477'], ['1161852', '1258490', '1939182']]"
科幻小说,"[['1010898', '1039487', '1040104', '1040771', '1045466', '1058759', '1071241', '1071794', '1082387', '1085470', '1140727', '1161852', '1192090', '1228110', '1258489', '1258490', '1275608', '1275907', '1321017', '1321789', '1336330', '1394364', '1418707', '1419882', '1772786', '1939182', '1963786', '2056749', '2567698', '3066477', '3268399', '3865832', '4152754', '5363767'], ['1040104', '1058759', '1082387', '1161852', '1258489', '1275907', '1336330', '1419882', '1963786', '3066477', '4152754']]"
科技,"[['1000445', '1034282', '1037602', '1057206', '1192090', '1228110', '1321789', '1467022', '1485225', '1867642', '2160556'], ['1037602', '1228110', '1485225']]"
科克,"[['1925218'], []]"
科南,"[['1040211'], []]"
科普读物,"[['1000445', '1034279', '1034282'], ['1034282']]"
科三体,"[['5363767'], []]"
科特,"[['1140727', '1427288', '1775691'], ['1775691']]"
科学管理,"[['3609132'], []]"
科学幻想,"[['1140727', '1161852', '1192090', '2567698'], ['1192090']]"
科学技术,"[['1000445', '1034279', '1161852', '1867642', '3608170'], ['1161852']]"
科学家,"[['1000445', '1037602', '1040771'], ['1040771']]"
科学史,"[['1000445', '1034282', '1037602', '1228110', '1467022'], ['1037602']]"
科学院,"[['1051193'], []]"
科研,"[['1013208'], []]"
科哲,"[['1034279', '1467022'], []]"
科哲科學,"[['1000445'], []]"
可愛,"[['1346815', '1780565'], []]"
可愛的,"[['1346815', '1369776'], []]"
可愛淘,"[['1033790', '1036067'], []]"
可樂,"[['2034893'], []]"
可爱,"[['1001136', '1001193', '1007305', '1008145', '1009257', '1009393', '1012203', '1013380', '1016204', '1017143', '1017563', '1018136', '1021597', '1021615', '1026035', '1026317', '1026411', '1026674', '1027247', '1030470', '1032645', '1033190', '1033790', '1036067', '1036243', '1041007', '1043201', '1046265', '1048610', '1049189', '1056868', '1059419', '1069071', '1069628', '1072319', '1079252', '1080370', '1082334', '1082399', '1082518', '1083290', '1084336', '1089517', '1141406', '1227838', '1291760', '1292416', '1310164', '1319345', '1344548', '1346815', '1358416', '1388169', '1396339', '1416954', '1438461', '1461903', '1474688', '1475048', '1522230', '1529893', '1566311', '1596305', '1729284', '1758767', '1770782', '1781120', '1781300', '1794333', '1794620', '1829226', '1855343', '1898609', '1907739', '1915536', '1937939', '1939182', '1965977', '1981647', '2036343', '2056749', '2062200', '2062430', '2070012', '2071404', '2082194', '2118032', '2123957', '2129427', '2139305', '2150240', '2160226', '2171321', '2214350', '2256438', '2258803', '2271582', '2280027', '2297697', '2376336', '2996596', '3014576', '3108829', '3259440', '3316422', '3554154', '3608170', '3801097', '3860856', '3879301', '3880832', '3908032', '4264003', '4741216'], ['1007305', '1009393', '1016204', '1018136', '1026035', '1026674', '1032645', '1036067', '1043201', '1049189', '1069071', '1079252', '1082399', '1084336', '1227838', '1310164', '1346815', '1396339', '1461903', '1522230', '1596305', '1770782', '1794333', '1855343', '1915536', '1965977', '2056749', '2070012', '2118032', '2139305', '2171321', '2258803', '2297697', '3014576', '3316422', '3801097', '3880832', '4741216']]"
可爱多,"[['4741216'], []]"
可爱淘,"[['1026674', '1033790', '1036067', '1069628'], ['1036067']]"
可耻,"[['1017143', '1119522'], []]"
可点,"[['1003000'], []]"
可读,"[['1025336', '1046265', '1082162', '3088496', '3268399', '3813669'], ['1082162', '3813669']]"
可读性,"[['3813669'], []]"
可供,"[['1927902'], []]"
可供参考,"[['1927902'], []]"
可购,"[['5363767'], []]"
可借,"[['1027191', '1473250', '2081876'], ['2081876']]"
可救,"[['3347997'], []]"
可口,"[['1009459', '1026035', '1292416', '1794620'], ['1292416']]"
可乐,"[['1418180', '2034893', '3000997'], ['3000997']]"
可鲁,"[['1001193'], []]"
可鲁绘本,"[['1001193'], []]"
可鲁绘外,"[['1001193'], []]"
可买,"[['1856285'], []]"
可能性,"[['1009160', '1016300', '1045818', '1263399', '1793721', '1805514', '1863930', '2032117', '2136484', '2256039', '2377012', '3006581', '3053207', '3140801', '3162513', '3162527', '3187750', '3347997', '4074636'], ['1045818', '1805514', '2136484', '3006581', '3162513', '3347997']]"
可逆,"[['1291809'], []]"
可怕,"[['1012242', '1043008', '2061644', '3315879'], ['2061644']]"
可弃,"[['3088496'], []]"
可圈可点,"[['1003000'], []]"
可士,"[['3682204'], []]"
可视,"[['1827702'], []]"
可视化,"[['1827702'], []]"
可试,"[['3326892'], []]"
可说,"[['1013225', '1019568', '1040771', '1205054'], ['1040771']]"
可无,"[['1040771'], []]"
可惜,"[['1006646', '1011754', '1044663', '1078554', '1459623', '1897413'], ['1044663', '1897413']]"
可笑,"[['1006881', '1017143', '1026425', '1034108', '1063245', '1064828', '1089243', '1473250', '1781120', '2082194', '2171321', '3394338'], ['1026425', '1064828', '1781120', '3394338']]"
可言,"[['1007305', '1016631', '1119839', '1203426', '1883245', '3995526'], ['1119839', '3995526']]"
可以,"[['1002299', '1006004', '1006073', '1012802', '1016300', '1016523', '1018153', '1021056', '1029159', '1050339', '1051797', '1069885', '1074841', '1075492', '1427679', '1461903', '1468493', '1469051', '1812439', '1925218', '1962929', '2009825', '2209098', '2233893', '2331434', '2382705', '3426869', '3879301'], ['1006073', '1016523', '1029159', '1069885', '1427679', '1469051', '1962929', '2233893', '3426869']]"
可用,"[['1786670', '1827702'], []]"
可用性,"[['1827702'], []]"
可有,"[['1040771'], []]"
可憎,"[['1029159', '1060779', '1205054', '1424555', '1458164', '1529893', '1596305', '2008972', '2180619', '3018339', '3394338', '5289756'], ['1205054', '1529893', '2180619', '5289756']]"
可重,"[['1008732'], []]"
可装,"[['3014576'], []]"
渴望,"[['1011882', '1017143', '1024701', '1046265', '1400707', '1449661', '1529893', '1793721', '1882933', '1917972'], ['1024701', '1449661', '1882933']]"
克拉,"[['1068920'], []]"
克拉克,"[['1068920'], []]"
克朗,"[['1467776'], []]"
克勒,"[['1424741'], []]"
克勒斯,"[['1424741'], []]"
克里,"[['1005193', '1186392', '1263399', '1329959', '1731370', '1805514', '1807516', '1818347', '1827374', '1859649', '1903164', '1919072', '3006581', '3315879', '3442373'], ['1263399', '1805514', '1827374', '1919072', '3442373']]"
克里斯,"[['1186392', '1263399', '1329959', '1731370', '1805514', '1807516', '1818347', '1827374', '1903164', '1919072', '3006581', '3315879', '3442373'], ['1329959', '1807516', '1903164', '3315879']]"
